Image Pair,Dice,SSIM,MSE,Mean Dice,Mean SSIM,Mean MSE
0,0.42664740840295184,0.0022284141115178906,0.8273751769535875,-,-,-
1,0.477756569943859,0.002284671802189908,0.790819124452587,-,-,-
2,0.431484368922837,0.0032375608350375226,0.7880129906989627,-,-,-
3,0.47676074338005625,0.002106812004637093,0.8377151710377171,-,-,-
4,0.5539412083060996,0.0026755316469320497,0.785304931750419,-,-,-
5,0.4900147222055464,0.0021171771282841043,0.8445465304097386,-,-,-
6,0.44488309913860297,0.003005268871354658,0.8133412073143117,-,-,-
7,0.5132931438612733,0.0031044638281846285,0.7905532159962181,-,-,-
8,0.463839970792165,0.0020081552904870656,0.8554421402890559,-,-,-
9,0.3416530613327519,0.005510265182632344,0.7254679843909492,-,-,-
0,0.44364539746541837,0.003723727977981411,0.731401752252323,-,-,-
1,0.4881365372910146,0.0015910991463394123,0.8272983422641044,-,-,-
2,0.34884848766097115,0.005225262631881191,0.7576171390557581,-,-,-
3,0.4957375502747596,0.003347584575008163,0.8146716462690541,-,-,-
4,0.4878068208388027,0.0015793521447524173,0.8470722379457993,-,-,-
5,0.45272550051856564,0.0022381970270881416,0.8023847806446578,-,-,-
6,0.505501209605573,0.001983224534163976,0.838604987001556,-,-,-
7,0.3279186700854064,0.006658955800385303,0.7576116677252399,-,-,-
8,0.4152568512508748,0.005082512678952405,0.7800818770293059,-,-,-
9,0.46115235707090174,0.002767641178829185,0.7921426910843146,-,-,-
0,0.4166829389997009,0.00369685620285425,0.8075487552716583,-,-,-
1,0.5002962565795216,0.0015932001312521725,0.8546275671983031,-,-,-
2,0.4326787176785621,0.0019553168042860725,0.8340449785866414,-,-,-
3,0.47029859830781245,0.0018632307098454116,0.8444174806367244,-,-,-
4,0.4773928330836315,0.00458519893645242,0.7746613017564666,-,-,-
5,0.39322090704032264,0.0029564833039013045,0.7841434038585342,-,-,-
6,0.4400940647392113,0.0037777136995237855,0.7855745216686179,-,-,-
7,0.4655675403550186,0.0034610035069708987,0.8108937389429735,-,-,-
8,0.4995888727845475,0.001855116029237952,0.862293430946032,-,-,-
9,0.4338733717225711,0.004839008918976457,0.7801206237770005,-,-,-
0,0.4236099529356349,0.003516550506088542,0.7882990162293597,-,-,-
1,0.3843215609316151,0.002852159468839635,0.7983194141840905,-,-,-
2,0.4839191891306184,0.001887159932519853,0.8215999569577547,-,-,-
3,0.41429601880536476,0.002522572054415055,0.8211171428830584,-,-,-
4,0.3573940913279319,0.004844446407574628,0.7314103419960911,-,-,-
5,0.5617390461493047,0.002229168563394741,0.826999475078533,-,-,-
6,0.36470026014929213,0.004235747541489018,0.7747840765851838,-,-,-
7,0.4602952063798425,0.0028609793101400612,0.8032986160933911,-,-,-
8,0.5347726751506828,0.0018244805270696046,0.8358257977898114,-,-,-
9,0.511414293968807,0.0014558093305495306,0.840944389256078,-,-,-
0,0.4144084985622033,0.0035991681017427343,0.7733345151237515,-,-,-
1,0.4467156884498698,0.002760477681852366,0.7777383802998482,-,-,-
2,0.35487634074152974,0.005445862928035729,0.7348115848812409,-,-,-
3,0.3865056297583067,0.003625441495527121,0.7883347155908527,-,-,-
4,0.42880027962321315,0.0038182199927896962,0.7622731455729623,-,-,-
5,0.43235038843039936,0.0032377151195377737,0.8022949258948243,-,-,-
6,0.44371011065512,0.0026753348973895,0.814783884978551,-,-,-
7,0.4924258562882887,0.004498700797883229,0.7815984787005137,-,-,-
8,0.5015492378154275,0.002921378478833488,0.8179751318866656,-,-,-
9,0.4454409943578886,0.0018544769968910238,0.8509269886904923,-,-,-
0,0.5563036774134767,0.0017207043272101986,0.8403226853410353,-,-,-
1,0.4470925013199744,0.0018931021609891131,0.8298104236404149,-,-,-
2,0.4742127403034122,0.002481370405460446,0.8065188584947794,-,-,-
3,0.4814216148249201,0.0021282729509721006,0.8403044070534407,-,-,-
4,0.3425507483499649,0.0030325552356247057,0.8067730677168049,-,-,-
5,0.5084164569754979,0.002582548512368219,0.826773807243615,-,-,-
6,0.4428494922122897,0.0030436386745279114,0.804845300493386,-,-,-
7,0.46192407413846526,0.002369192967068214,0.8065891823629913,-,-,-
8,0.5049117097580805,0.0020289141438905815,0.8294094282893164,-,-,-
9,0.428158577334032,0.002693331792827832,0.8178628126489268,-,-,-
0,0.4296995850816132,0.0020984672447110215,0.8106746342737944,-,-,-
1,0.5089896785865667,0.0033646804612383913,0.7821111308146736,-,-,-
2,0.45877463665553375,0.0031907029569428363,0.8049118554187604,-,-,-
3,0.4718235456078973,0.002383129486197031,0.8259525498092413,-,-,-
4,0.4797262275710577,0.002036869691147866,0.844626377599127,-,-,-
5,0.44136783343831193,0.003230642493899348,0.7700006929116797,-,-,-
6,0.4426835936424836,0.003405840808415738,0.7851747195356535,-,-,-
7,0.5297606875079408,0.0022220738408154635,0.8278889245980376,-,-,-
8,0.43826223410899273,0.0020724279150436168,0.8288579452345244,-,-,-
9,0.48983057597830654,0.0038064375620930537,0.7802182735290821,-,-,-
0,0.4284614147722979,0.0021956033447923713,0.8276994549331742,-,-,-
1,0.4972585128128645,0.003591359243774207,0.8187157408029485,-,-,-
2,0.43165099380260813,0.0020885153908773548,0.8157988637223674,-,-,-
3,0.48512490619882626,0.001517312229613736,0.856233001397947,-,-,-
4,0.5068785253133888,0.0023680384720919587,0.8221760620765465,-,-,-
5,0.44555795176748914,0.002268815271527112,0.8219085009263838,-,-,-
6,0.5185372927444262,0.0020150936901781043,0.8333103540918829,-,-,-
7,0.5123106110477667,0.001377555422264722,0.8479228849161128,-,-,-
8,0.45148391855690045,0.004084373528876749,0.773786175258254,-,-,-
9,0.4844168974801036,0.0018755967519529639,0.8310502192552054,-,-,-
0,0.4333503322566409,0.0020199343339297507,0.8285702468425609,-,-,-
1,0.4097427204604664,0.005201723594760303,0.7249618745578332,-,-,-
2,0.4698488955268005,0.0022683254869928435,0.8424083983201588,-,-,-
3,0.5026433472859121,0.0014796801384444002,0.8655609049610891,-,-,-
4,0.44402493067142623,0.0018190739597555132,0.8163460898909476,-,-,-
5,0.45736092704890324,0.003068667410242504,0.7995658898684369,-,-,-
6,0.4225079726359215,0.005486936555851585,0.7541717195721148,-,-,-
7,0.4938344799001489,0.001915012572817295,0.8392851489246662,-,-,-
8,0.38941164538548173,0.005013770892882932,0.7334088125571776,-,-,-
9,0.4300549074259047,0.003820474363763976,0.7960705058381259,-,-,-
0,0.4185694477317058,0.0034147530149458076,0.7994288352666141,-,-,-
1,0.4824366707187699,0.002392308359801937,0.8219829934097186,-,-,-
2,0.4711444667319372,0.0020759849529690525,0.8405028666970523,-,-,-
3,0.5002695248169399,0.0021482209288357225,0.84609617705674,-,-,-
4,0.5292117070011086,0.0025326354512912345,0.8359238863128858,-,-,-
5,0.5067689112483128,0.0017892713003410331,0.8469136829717088,-,-,-
6,0.42529440360340187,0.0016359909478355962,0.8344310891325065,-,-,-
7,0.4536443379007429,0.0022443045464165252,0.8197327628861818,-,-,-
8,0.47931522531928544,0.002512704755207727,0.8052733354897825,-,-,-
9,0.4744921467137414,0.001882017662420211,0.835494000818071,-,-,-
0,0.4124316008411032,0.0024002146011711544,0.7958464456334243,-,-,-
1,0.34794035767075554,0.004531470659881626,0.7452663739093517,-,-,-
2,0.445713164101915,0.0024920625404710258,0.8104397580833544,-,-,-
3,0.4729546807300379,0.002820695838035609,0.7721691621186576,-,-,-
4,0.4668832339384061,0.0024881409040933204,0.8195979974916902,-,-,-
5,0.4957154919231504,0.0029947568042065996,0.8081089293691174,-,-,-
6,0.39110482159633264,0.002998545013898461,0.8119094359930248,-,-,-
7,0.4912757116380289,0.001695699232727406,0.8527795298000216,-,-,-
8,0.5278403813947683,0.0015818075263931129,0.8520760720184196,-,-,-
9,0.4143187428662773,0.0027374688736352664,0.7915810584401349,-,-,-
0,0.4906990397235186,0.0024857935737906244,0.796233049705748,-,-,-
1,0.4421482941655399,0.004019794518131721,0.7584621473914276,-,-,-
2,0.4341611330885084,0.004082629764576582,0.7979201409381733,-,-,-
3,0.45141869658889605,0.0023832200276363382,0.8119003300473979,-,-,-
4,0.45355469928290465,0.0023679634996275063,0.8113522217764046,-,-,-
5,0.4649916234623762,0.002350434233901338,0.8147714893547782,-,-,-
6,0.43838101303946625,0.002119516365550711,0.8213549438339894,-,-,-
7,0.45576893580806727,0.0018771175447916597,0.8174931029938388,-,-,-
8,0.49785739630495457,0.0019403539518446252,0.8132750097482039,-,-,-
9,0.4705713110538822,0.0016649417767677982,0.8357756269557263,-,-,-
0,0.3277880686971079,0.006213750434593603,0.7484421711013907,-,-,-
1,0.4839063094336227,0.002398849365770629,0.8231524630423926,-,-,-
2,0.4787393043172251,0.0024195171342745775,0.8146445808499869,-,-,-
3,0.5154304435220097,0.0016141392349846185,0.8492032094287217,-,-,-
4,0.3794021879268877,0.0020114396497067895,0.8138691823677326,-,-,-
5,0.42660270469781575,0.002102089413866589,0.8217054389427947,-,-,-
6,0.519818298404272,0.0024202703664942538,0.811635547043539,-,-,-
7,0.3332217060103425,0.006195113632494079,0.7400644272166758,-,-,-
8,0.3950899921950571,0.0024039018730823915,0.8177446718440907,-,-,-
9,0.37885412279416936,0.007473831035582976,0.7639919752332609,-,-,-
0,0.5173524042609029,0.002922622875600084,0.8086047331221661,-,-,-
1,0.4670873189690557,0.0028928460171210907,0.8033946045550427,-,-,-
2,0.4010606991474096,0.002450133421438866,0.8100480488689393,-,-,-
3,0.45295808589072817,0.0016790361392747676,0.8599527512115028,-,-,-
4,0.45474618420529844,0.0013816621600108777,0.8720914008010296,-,-,-
5,0.4197330019923602,0.0035439067719768864,0.7641511958053226,-,-,-
6,0.47349708867199736,0.0021408522164920807,0.8443234365727205,-,-,-
7,0.45084021038481426,0.0017234786081175323,0.8426637570996895,-,-,-
8,0.4848005750635876,0.003317020905218937,0.7597320697508162,-,-,-
9,0.5035392318612016,0.0022726251368527296,0.8199604090891024,-,-,-
0,0.5510138680348461,0.0018773696983194713,0.8354523619991082,-,-,-
1,0.44650438102005546,0.002638718203544195,0.752156851769315,-,-,-
2,0.5659165512781494,0.0026443670602774054,0.8149819349229499,-,-,-
3,0.4366548220081944,0.00427895124966728,0.7688459618975364,-,-,-
4,0.4313879983124766,0.0030009780270349403,0.7981081531288565,-,-,-
5,0.4150280898412198,0.003001393290195932,0.8002380055640276,-,-,-
6,0.337198752481294,0.004804393841878561,0.7354631963613703,-,-,-
7,0.35531071512397233,0.00472231284860616,0.7598754173120584,-,-,-
8,0.45970710573113965,0.0038501286846897072,0.7678314110393263,-,-,-
9,0.4631056369540782,0.0039485908278879996,0.7776848740290687,-,-,-
0,0.4260772986659136,0.0038299253003420113,0.7713462132598983,-,-,-
1,0.3216602310217374,0.00729950417063728,0.6427907902236721,-,-,-
2,0.48075580388671213,0.0028646817631594874,0.8109945022382118,-,-,-
3,0.5044776028973147,0.0017677592804978895,0.8417849212047801,-,-,-
4,0.4738315569282456,0.0028931880893466387,0.7984934937379561,-,-,-
5,0.537662990794746,0.0014134431706289063,0.8591975936448013,-,-,-
6,0.3936474152784845,0.003049592944380158,0.7741918468206438,-,-,-
7,0.515038547563586,0.0010907500466736013,0.8799137141852076,-,-,-
8,0.5123591457077464,0.00179936638146517,0.8211285499422901,-,-,-
9,0.45668408736344573,0.001761826467612169,0.8186194068216898,-,-,-
0,0.5193663309986207,0.0020066670366058375,0.8388676369387947,-,-,-
1,0.4205033518434684,0.003058887648472495,0.7743370433309746,-,-,-
2,0.5117886287490865,0.002658135237301874,0.8020236634352832,-,-,-
3,0.5238861677103005,0.0010390697668990216,0.8820581350236427,-,-,-
4,0.46905122083621426,0.0021050819520761353,0.8227912433661901,-,-,-
5,0.4388298726049498,0.002994351873901386,0.7813355803451648,-,-,-
6,0.5002613716462565,0.0021788435278149304,0.8179781848082375,-,-,-
7,0.44201070814298615,0.002893033988895907,0.8178676209101688,-,-,-
8,0.3754910802351893,0.003549652945131661,0.7969906603026582,-,-,-
9,0.4120261902893192,0.0032643190636369706,0.7740354259427544,-,-,-
0,0.3965204818812316,0.005698372921980937,0.7602212431835524,-,-,-
1,0.478194979238309,0.0030146199909758795,0.7865979781431941,-,-,-
2,0.34845466362626387,0.005639751717818498,0.7526975142620791,-,-,-
3,0.47309353363767886,0.0020886165883556088,0.8337143249399899,-,-,-
4,0.45033909921078613,0.001469205047204199,0.8594223702328309,-,-,-
5,0.5074818373831517,0.002337079388612388,0.8315774266466318,-,-,-
6,0.5039564457133702,0.0015119738097629184,0.8578379206327922,-,-,-
7,0.4660348958571265,0.0017590168966608174,0.8280840288459913,-,-,-
8,0.456010650086366,0.0015367187483392264,0.8476960073291712,-,-,-
9,0.4658967083127826,0.0013572586077248592,0.8671524764522694,-,-,-
0,0.47611721079258934,0.0022469235833852425,0.8284217816820227,-,-,-
1,0.40893985791655557,0.003621863491974129,0.7506993270387552,-,-,-
2,0.44933474376905264,0.002609772244293675,0.8236480709676648,-,-,-
3,0.5331903274525793,0.0021678053149675127,0.8212386729801568,-,-,-
4,0.3974365007023553,0.003393673112499892,0.771714522667473,-,-,-
5,0.5598652380160305,0.0013774970778843599,0.8503548333700496,-,-,-
6,0.30283982711174945,0.005588522716538788,0.7293441680091148,-,-,-
7,0.5181384442163434,0.001614383563959466,0.8422306200858325,-,-,-
8,0.43648659653641536,0.0035309917164362274,0.808691944965571,-,-,-
9,0.5187663561115589,0.0025689080706172277,0.8120574810155881,-,-,-
0,0.4445444180227176,0.0023642494934439967,0.7963824646045623,-,-,-
1,0.40146312229791686,0.0019640052341396695,0.8159734570947274,-,-,-
2,0.4041144274338178,0.0038046194840909734,0.7676739186593363,-,-,-
3,0.49414333783209796,0.0025527493667062595,0.8216967406448924,-,-,-
4,0.49251344579488493,0.001881796429840682,0.8267304651715031,-,-,-
5,0.4658551416608416,0.0035929934951441033,0.777109357330516,-,-,-
6,0.5121163635250653,0.0020930804503365335,0.811890410081863,-,-,-
7,0.4681991464860892,0.003245607171577548,0.7976770014061537,-,-,-
8,0.5105918261875879,0.0016191573223654698,0.8438430198308868,-,-,-
-,-,-,-,0.4569858432334623,0.8071223720115382,0.0028458413786851895
